StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.2_1,Q2.4_First Click,Q2.4_Last Click,Q2.4_Page Submit,Q2.4_Click Count,Q2.3_1,Q2.6_First Click,Q2.6_Last Click,Q2.6_Page Submit,Q2.6_Click Count,Q2.5_1,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.7_1,Q3.2_First Click,Q3.2_Last Click,Q3.2_Page Submit,Q3.2_Click Count,Q3.1_1,Q3.4_First Click,Q3.4_Last Click,Q3.4_Page Submit,Q3.4_Click Count,Q3.3_1,Q3.6_First Click,Q3.6_Last Click,Q3.6_Page Submit,Q3.6_Click Count,Q3.5_1,Q3.8_First Click,Q3.8_Last Click,Q3.8_Page Submit,Q3.8_Click Count,Q3.7_1,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q4.8,Q4.9,Q4.10,Q4.11,Q4.12,Q4.13,Q4.14,Q4.15,Q4.16,mTurkCode,Q6 - Topics
2018-04-09 05:39:58,2018-04-09 05:44:51,IP Address,73.165.184.111,100,292,True,2018-04-09 05:44:52,R_27xIvycp96Sz3Vx,,,,,40.226196289062,-75.293098449707,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,26.577,45.388,46.608,3,70,29.871,60.951,62.284,3,40,20.079,34.977,46.35,3,50,11.651,18.063,41.595,2,75,Female,65 - 74,Some college,Employed full time,Divorced,19454,Suburban,Yes,Middle/Independent,White,"$30,000 - $39,999",No,Less than once a month,Daily,Daily,Self/Spouse,3558232,
2018-04-09 05:38:07,2018-04-09 05:45:08,IP Address,74.195.171.110,100,420,True,2018-04-09 05:45:08,R_3RlpMWhKvMy6h78,,,,,35.058303833008,-97.934700012207,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.18,58.312,61.559,30,71,1.3,46.033,48.579,13,27,1.018,62.166,63.591,11,70,1.067,49.519,52.352,18,73,Male,35 - 44,2 year degree,Employed part time,Never married,73018,Suburban,Yes,Left/Democrat,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,646300,
2018-04-09 05:41:51,2018-04-09 05:45:43,IP Address,76.114.117.161,100,231,True,2018-04-09 05:45:45,R_1eVibSIOHvJT2Lj,,,,,37.715301513672,-85.856498718262,anonymous,EN,Yes,28.39,28.39,47.304,1,60,31.543,31.543,41.013,1,30,20.214,22.076,40.925,3,61,14.236,14.236,44.008,1,80,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,4 year degree,Student,Never married,42718,Suburban,Yes,Left/Democrat,White,"$10,000 - $19,999",No,Daily,Daily,I am currently not working,Parents,7458942,
2018-04-09 05:39:22,2018-04-09 05:45:47,IP Address,24.147.114.216,100,384,True,2018-04-09 05:45:47,R_2Wx0G0f45yXgeQG,,,,,41.745407104492,-72.670303344727,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,12.846,30.815,46.442,3,30,95.334,139.29,142.194,3,25,3.01,40.89,42.034,4,25,47.678,54.189,55.601,3,75,Male,35 - 44,Doctorate,Employed full time,Married,06103,Urban,Yes,Left/Democrat,Black or African American,"$90,000 - $99,999",No,Daily,Daily,Daily,Self/Spouse,8778782,
2018-04-09 05:39:54,2018-04-09 05:45:49,IP Address,71.182.235.61,100,354,True,2018-04-09 05:45:50,R_30bE944etQwTSaw,,,,,40.572494506836,-79.957901000977,anonymous,EN,Yes,60.738,60.738,61.505,1,70,5.442,32.887,41.285,3,12,18.726,18.726,41.351,1,60,38.609,38.609,41.558,1,95,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,4 year degree,Employed full time,Married,15237,Suburban,Yes,Right/Republican,White,"$50,000 - $59,999",Yes,Daily,Daily,Less than once a month,Self/Spouse,8064641,
2018-04-09 05:41:50,2018-04-09 05:45:53,IP Address,72.213.176.143,100,242,True,2018-04-09 05:45:54,R_1He40Fd777hSMj8,,,,,36.017303466797,-95.935699462891,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,20.584,37.302,41.47,2,75,44.834,44.834,45.9,1,40,24.344,24.344,44.742,1,75,31.758,31.758,41.008,1,90,Male,35 - 44,2 year degree,Employed full time,Never married,74133,Suburban,Yes,Right/Republican,White,"$70,000 - $79,999",No,Daily,Daily,Daily,Self/Spouse,1941365,
2018-04-09 05:42:28,2018-04-09 05:46:12,IP Address,108.85.160.224,100,224,True,2018-04-09 05:46:13,R_26alIfG4EABrz8y,,,,,42.181701660156,-87.800300598145,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,4.621,34.028,41.698,10,82,5.222,31.452,42.563,7,44,1.609,31.832,41.217,6,24,2.348,33.303,44.316,7,86,Male,25 - 34,Professional degree,Employed full time,Married,,Suburban,Yes,Left/Democrat,White,"$100,000 - $149,999",No,Daily,Daily,Daily,Self/Spouse,5093825,
2018-04-09 05:42:01,2018-04-09 05:46:58,IP Address,73.87.217.74,100,296,True,2018-04-09 05:46:58,R_40iK1mrgK6XnmGB,,,,,39.340194702148,-76.402603149414,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,12.652,12.652,46.184,1,80,5.348,7.982,69.666,3,70,8.317,8.317,82.64,1,40,6.221,6.221,58.873,1,90,Male,35 - 44,Professional degree,Employed full time,Never married,21220,Suburban,Yes,Middle/Independent,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,2164941,
2018-04-09 05:41:33,2018-04-09 05:46:58,IP Address,71.229.155.164,100,324,True,2018-04-09 05:46:58,R_DxlMUbTYnAx2hZn,,,,,39.731292724609,-104.96920013428,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,56.678,57.192,59.056,2,22,30.304,57.89,61.842,4,31,33.858,33.858,42.242,1,9,8.676,9.296,42.382,2,29,Male,45 - 54,Some college,Employed full time,Never married,07054,Suburban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Daily,Daily,Daily,Self/Spouse,2817165,
2018-04-09 05:43:12,2018-04-09 05:47:24,IP Address,68.44.89.20,100,251,True,2018-04-09 05:47:24,R_3NHPlcJvcIN4lWR,,,,,40.048294067383,-85.685501098633,anonymous,EN,Yes,30.984,30.984,43.001,1,70,36.25,36.25,43.329,1,61,27.514,27.514,41.615,1,40,29.698,29.698,41.662,1,71,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,2 year degree,Employed full time,Married,46012,Suburban,Yes,Right/Republican,White,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,4262680,
2018-04-09 05:43:37,2018-04-09 05:47:46,IP Address,38.67.209.186,100,248,True,2018-04-09 05:47:46,R_rqjAkSnNcR24Nfr,,,,,37.988693237305,-84.477699279785,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,11.446,41.586,42.086,8,25,3.612,18.174,41.526,4,21,6.07,6.07,41.628,1,30,10.568,13.51,70.068,2,65,Male,25 - 34,High school graduate,Employed full time,Never married,40511,Urban,Yes,Middle/Independent,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,7065,
2018-04-09 05:42:40,2018-04-09 05:47:53,IP Address,162.155.22.42,100,312,True,2018-04-09 05:47:53,R_un5hIlYjCTk0VFL,,,,,40.778793334961,-82.45719909668,anonymous,EN,Yes,16.436,16.436,46.996,1,54,33.064,33.064,61.444,1,44,15.094,15.094,40.988,1,48,62.634,63.848,64.645,2,69,,,,,,,,,,,,,,,,,,,,,Female,55 - 64,High school graduate,Employed full time,Married,44905,Suburban,Yes,Middle/Independent,White,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,7764079,
2018-04-09 05:42:02,2018-04-09 05:48:01,IP Address,173.80.94.130,100,358,True,2018-04-09 05:48:02,R_2yeFg6XtnYvLqpy,,,,,38.048797607422,-81.146202087402,anonymous,EN,Yes,49.425,49.425,51.641,1,20,56.967,56.967,59.991,1,20,56.445,63.946,64.763,3,10,59.569,64.83,66.077,2,40,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,High school graduate,Unemployed looking for work,Never married,25901,Rural,Yes,Middle/Independent,White,"Less than $10,000",No,Daily,Daily,I am currently not working,Self/Spouse,7013997,
2018-04-09 05:42:02,2018-04-09 05:48:23,IP Address,172.8.141.61,100,381,True,2018-04-09 05:48:23,R_2bHGbI4ZAVO1B2e,,,,,34.154296875,-86.747398376465,anonymous,EN,Yes,15.507,16.859,43.281,2,51,2.198,3.807,42.018,2,51,2.276,19.75,52.861,7,44,2.45,7.814,139.721,3,53,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,2 year degree,Employed full time,Married,35179,Rural,Yes,Middle/Independent,White,"$30,000 - $39,999",No,Never,Daily,Daily,Self/Spouse,8481406,
2018-04-09 05:44:39,2018-04-09 05:48:29,IP Address,71.58.114.154,100,230,True,2018-04-09 05:48:30,R_3BPLjrjNlFa729z,,,,,40.001998901367,-76.683601379395,anonymous,EN,Yes,20.349,40.483,41.909,2,80,29.97,29.97,44.085,1,30,32.666,32.666,41.073,1,70,42.806,42.806,44.427,1,85,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,High school graduate,Employed full time,Married,17406,Suburban,Yes,Right/Republican,White,"$80,000 - $89,999",Yes,Daily,Daily,Daily,Self/Spouse,5798098,
2018-04-09 05:43:41,2018-04-09 05:48:36,IP Address,173.22.6.76,100,295,True,2018-04-09 05:48:37,R_OwyKttbFfy9JEeR,,,,,44.334106445312,-94.061698913574,anonymous,EN,Yes,45.733,45.733,47.825,1,81,36.081,39.34,41.025,3,70,29.708,32.156,96.745,3,40,34.843,36.895,41.087,2,71,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,4 year degree,Employed full time,Married,56082,Rural,Yes,Middle/Independent,White,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,3744863,
2018-04-09 05:44:13,2018-04-09 05:48:43,IP Address,24.208.204.197,100,270,True,2018-04-09 05:48:44,R_s6I34IJnUbTtjCV,,,,,39.964904785156,-83.138298034668,anonymous,EN,Yes,35.317,62.154,63.808,5,71,26.204,33.958,43.229,3,50,31.903,37.419,41.362,3,27,21.853,27.839,41.366,3,84,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,High school graduate,Employed part time,Married,43228,Rural,No,Middle/Independent,White,"$20,000 - $29,999",No,Weekly,Daily,Daily,Self/Spouse,5004437,
2018-04-09 05:40:31,2018-04-09 05:48:48,IP Address,104.250.122.132,100,497,True,2018-04-09 05:48:49,R_2QxmQl5ODRfBTs1,,,,,34.054397583008,-118.2440032959,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,2.221,155.769,162.891,17,97,2.184,50.414,51.05,8,100,2.909,54.14,54.76,21,100,11.809,75.497,76.439,11,62,Female,25 - 34,Professional degree,Employed full time,Married,94538,Urban,Yes,Right/Republican,American Indian or Alaska Native,"$50,000 - $59,999",Yes,Daily,Daily,Daily,Self/Spouse,5793266,
2018-04-09 05:45:34,2018-04-09 05:49:33,IP Address,216.162.26.14,100,238,True,2018-04-09 05:49:33,R_2AMsGYa5t8bAvSF,,,,,42.287506103516,-75.386100769043,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,33.411,34.322,47.777,2,40,28.786,42.986,44.118,4,70,34.559,36.761,41.622,3,65,26.092,27.668,42.345,2,45,Female,25 - 34,Professional degree,Employed full time,Married,13861,Suburban,Yes,Right/Republican,White,"$50,000 - $59,999",Yes,Daily,Daily,Daily,Self/Spouse,5083732,
2018-04-09 05:45:39,2018-04-09 05:49:52,IP Address,50.107.73.163,100,253,True,2018-04-09 05:49:53,R_2b1YgfH3PDFQmI4,,,,,41.798904418945,-85.660400390625,anonymous,EN,Yes,35.108,35.108,41.446,1,71,46.554,46.554,47.879,1,50,41.443,41.443,42.344,1,40,12.395,12.395,66.018,1,70,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,2 year degree,Employed full time,Married,49277,Rural,Yes,Middle/Independent,White,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,5114137,
2018-04-09 05:40:51,2018-04-09 05:50:04,IP Address,108.219.88.114,100,553,True,2018-04-09 05:50:06,R_2Rb4MDlJEwASYnk,,,,,41.843902587891,-86.216400146484,anonymous,EN,Yes,10.255,33.213,70.97,5,13,3.806,3.806,54.45,1,20,3.335,3.335,157.972,1,7,1.492,22.584,174.44,3,15,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,High school graduate,Employed full time,Never married,49107,Suburban,Yes,Middle/Independent,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,8031790,
2018-04-09 05:50:19,2018-04-09 05:50:25,IP Address,107.77.196.93,100,5,True,2018-04-09 05:50:25,R_ZeNtmpGKRtCXITT,,,,,32.778701782227,-96.821701049805,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09 05:44:26,2018-04-09 05:50:49,IP Address,69.92.197.68,100,383,True,2018-04-09 05:50:49,R_88sfaFLjCVJ9aQV,,,,,37.414001464844,-95.688903808594,anonymous,EN,Yes,2.685,44.861,45.846,13,84,3.95,74.814,80.409,20,46,9.433,47.613,53.666,8,40,2.539,67.653,71.183,13,87,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,2 year degree,Employed full time,Married,66757,,Yes,,White,"$80,000 - $89,999",Yes,,Daily,Daily,Self/Spouse,873032,
2018-04-09 05:46:23,2018-04-09 05:50:56,IP Address,24.130.227.229,100,273,True,2018-04-09 05:50:56,R_2xLBoRcKOYLADeg,,,,,37.458999633789,-122.17810058594,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.951,33.623,41.31,5,51,8.513,42.608,43.197,4,24,2.398,29.279,46.443,3,19,2.627,33.786,42.356,4,77,Female,35 - 44,Some college,Employed part time,Married,94303,Urban,No,Middle/Independent,Other,"$80,000 - $89,999",No,Daily,Daily,Never,Self/Spouse,7811574,
2018-04-09 05:45:58,2018-04-09 05:51:05,IP Address,65.25.44.236,100,306,True,2018-04-09 05:51:05,R_2v0PsOy0P4EGnJ5,,,,,41.315200805664,-81.440498352051,anonymous,EN,Yes,17.949,17.949,43.726,1,70,18.969,23.454,44.116,2,30,14.719,14.719,43.97,1,75,5.953,5.953,79.084,1,70,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,Professional degree,Employed full time,Married,44067,Suburban,Yes,Left/Democrat,White,"$90,000 - $99,999",Yes,Daily,Daily,Daily,Self/Spouse,8749363,
2018-04-09 05:47:06,2018-04-09 05:51:10,IP Address,173.20.13.164,100,244,True,2018-04-09 05:51:10,R_2S7auIa0wBRamEl,,,,,37.170196533203,-93.329696655273,anonymous,EN,Yes,13.192,37.617,42.77,3,70,4.407,47.601,48.516,2,0,37.703,39.666,49.383,2,100,16.031,35.605,41.522,5,100,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Some college,Employed full time,Married,65807,Suburban,Yes,Left/Democrat,Other,"$50,000 - $59,999",Yes,Daily,Daily,Daily,Self/Spouse,4423827,
2018-04-09 05:45:49,2018-04-09 05:51:11,IP Address,136.63.214.133,100,321,True,2018-04-09 05:51:12,R_3rH5O2dlPmyHcBn,,,,,38.851806640625,-94.778602600098,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,44.163,44.163,50.178,1,100,30.864,30.864,42.489,1,30,32.272,34.349,45.384,2,50,62.557,62.557,64.69,1,100,Female,65 - 74,2 year degree,Retired,Divorced,66062,Suburban,Yes,Right/Republican,American Indian or Alaska Native,"$70,000 - $79,999",No,Daily,Daily,I am currently not working,Self/Spouse,9013292,
2018-04-09 05:51:24,2018-04-09 05:51:27,IP Address,67.186.59.98,100,3,True,2018-04-09 05:51:28,R_2w0Ne0GI3TFK4Ds,,,,,40.430999755859,-79.922698974609,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09 05:46:56,2018-04-09 05:51:34,IP Address,108.210.12.140,100,278,True,2018-04-09 05:51:34,R_xz72ijcAnXaDgul,,,,,38.613403320312,-90.290702819824,anonymous,EN,Yes,7.961,43.219,44.543,3,42,2.781,13.491,75.012,2,42,8.075,16.908,60.906,2,22,3.186,28.851,43.982,2,51,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,4 year degree,Employed full time,Married,63139,Urban,Yes,Left/Democrat,White,"$30,000 - $39,999",No,Daily,Daily,Daily,Self/Spouse,3759950,
2018-04-09 05:45:49,2018-04-09 05:51:34,IP Address,23.95.226.250,100,345,True,2018-04-09 05:51:35,R_26nxLl63rtPBgdc,,,,,42.88639831543,-78.87809753418,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,6.007,6.007,46.66,1,100,4.97,6.716,43.933,2,100,4.188,4.188,44.562,1,100,7.132,7.132,43.949,1,100,Male,25 - 34,4 year degree,Employed part time,Separated,90016,Urban,Yes,Middle/Independent,Black or African American,"$30,000 - $39,999",Yes,Weekly,Monthly,I am currently not working,Work,5869926,
2018-04-09 05:45:42,2018-04-09 05:51:44,IP Address,174.218.146.140,100,362,True,2018-04-09 05:51:44,R_11hCyHiIBbw39LT,,,,,33.777297973633,-84.336601257324,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,3.178,69.696,70.56,11,100,1.68,71.717,72.302,18,97,5.046,59.889,60.481,13,99,3.12,36.51,41.051,11,3,Female,25 - 34,Some college,Employed part time,Never married,30083,Urban,Yes,Left/Democrat,Black or African American,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,9038632,
2018-04-09 05:47:03,2018-04-09 05:51:47,IP Address,172.58.216.26,100,283,True,2018-04-09 05:51:47,R_3fwzkyBfHWWFYWx,,,,,42.16259765625,-71.041198730469,anonymous,EN,Yes,1.803,38.494,40.949,12,73,0.664,44.009,44.057,12,21,3.871,54.334,54.898,5,100,3.316,41.401,42.075,10,52,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Employed full time,Never married,02114,Urban,Yes,Left/Democrat,White,"$80,000 - $89,999",No,Daily,Daily,Daily,Self/Spouse,9646653,
2018-04-09 05:46:46,2018-04-09 05:51:55,IP Address,104.1.203.52,100,308,True,2018-04-09 05:51:55,R_pQ3gwGjSisXiOTD,,,,,26.145202636719,-80.172897338867,anonymous,EN,Yes,41.731,42.244,44.508,2,20,27.664,38.102,41.317,4,30,4.35,27.603,45.708,2,40,5.329,16.31,109.929,2,65,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,33315,Urban,Yes,Left/Democrat,Black or African American,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,4575525,
2018-04-09 05:46:54,2018-04-09 05:51:55,IP Address,174.97.19.117,100,301,True,2018-04-09 05:51:56,R_3HOzev5FcBT6sLE,,,,,39.712600708008,-84.166198730469,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,30.649,30.649,43.513,1,61,45.646,45.646,50.224,1,30,43.599,45.435,48.249,2,20,50.456,50.456,53.611,1,81,Female,35 - 44,Some college,Employed part time,Married,45429,Suburban,Yes,Left/Democrat,White,"$50,000 - $59,999",Yes,Daily,Daily,Daily,Self/Spouse,2203369,
2018-04-09 05:47:28,2018-04-09 05:52:20,IP Address,90.198.227.155,100,292,True,2018-04-09 05:52:21,R_UmsD7PtU9flEQFP,,,,,51.477600097656,-0.010406494140625,anonymous,EN,Yes,21.054,39.484,41.837,4,47,3.731,15.773,45.654,2,21,13.939,13.939,63.661,1,8,14.222,14.222,69.306,1,71,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,27410,Suburban,Yes,Left/Democrat,White,"$30,000 - $39,999",No,Daily,Daily,Monthly,Self/Spouse,7163909,
2018-04-09 05:46:18,2018-04-09 05:52:26,IP Address,24.26.17.205,100,367,True,2018-04-09 05:52:27,R_1l3OpZ76B8BnkC0,,,,,37.622192382812,-87.108299255371,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,30.184,31.13,41.198,2,61,63.56,67.654,75.228,2,50,27.794,27.794,60.106,1,30,47.242,53.274,54.95,3,70,Female,35 - 44,Some college,Employed full time,Married,42376,Rural,Yes,Right/Republican,White,"$50,000 - $59,999",Yes,Daily,Daily,Daily,Self/Spouse,1866126,
2018-04-09 05:47:48,2018-04-09 05:52:41,IP Address,107.211.92.159,100,292,True,2018-04-09 05:52:41,R_3fZSgImSE9GKQ3S,,,,,25.754104614258,-80.271003723145,anonymous,EN,Yes,26.625,36.441,41.711,2,91,38.419,42.598,44.42,2,31,31.14,31.887,41.626,2,66,45.835,45.835,46.843,1,81,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,33133,Urban,Yes,Right/Republican,White,"$30,000 - $39,999",No,Daily,Daily,Daily,Self/Spouse,1024168,
2018-04-09 05:42:04,2018-04-09 05:52:53,IP Address,205.142.197.121,100,649,True,2018-04-09 05:52:54,R_1nUij0AgzLeQKvi,,,,,39.146606445312,-84.51969909668,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,3.321,297.476,298.043,3,86,5.311,5.311,56.966,1,70,3.437,166.898,167.403,2,58,5.36,5.36,56.566,1,33,Male,25 - 34,4 year degree,Employed full time,Married,45229,Suburban,Yes,Right/Republican,White,"$80,000 - $89,999",,Daily,Daily,Daily,Self/Spouse,487078,
2018-04-09 05:47:44,2018-04-09 05:53:20,IP Address,184.15.204.75,100,335,True,2018-04-09 05:53:21,R_Df1Pu8IIQJlMmZj,,,,,38.470596313477,-81.12809753418,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.897,73.698,75.083,7,75,2.437,58.524,59.224,18,70,0.679,51.482,53.716,14,80,1.409,41.342,43.426,8,50,Female,25 - 34,4 year degree,Employed part time,Married,92101,Urban,Yes,Right/Republican,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,4599719,
2018-04-09 05:48:46,2018-04-09 05:53:21,IP Address,184.17.209.9,100,275,True,2018-04-09 05:53:22,R_OxM5Mu99oVzzuH7,,,,,41.15690612793,-85.055603027344,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,24.424,27.003,41.637,3,66,16.226,18.165,42.895,3,35,14.357,16.05,54.637,2,30,16.562,18.583,53.546,3,40,Female,35 - 44,2 year degree,Employed part time,Married,46835,Urban,Yes,Left/Democrat,White,"$40,000 - $49,999",Yes,Daily,Daily,Never,Self/Spouse,2043159,
2018-04-09 05:48:18,2018-04-09 05:53:33,IP Address,134.174.151.56,100,315,True,2018-04-09 05:53:34,R_sA1OMUe1RR8tVMB,,,,,42.309906005859,-71.12020111084,anonymous,EN,Yes,31.418,32.594,43.156,2,28,39.288,39.288,40.87,1,24,40.268,40.268,41.612,1,19,102.772,125.108,129.76,3,0,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,Professional degree,Employed full time,Married,01830,Suburban,Yes,Left/Democrat,White,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,6317319,
2018-04-09 05:48:31,2018-04-09 05:53:34,IP Address,73.136.162.143,100,302,True,2018-04-09 05:53:34,R_1IGf0SSDdPEPdNP,,,,,29.739700317383,-95.830200195312,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,39.535,39.535,42.021,1,29,52.125,52.125,53.971,1,29,32.557,32.557,46.658,1,39,63.393,63.393,65.535,1,87,Female,45 - 54,4 year degree,Employed part time,Divorced,77046,Suburban,Rather not say,Left/Democrat,White,"$20,000 - $29,999",Yes,Daily,Daily,Never,Self/Spouse,691630,
2018-04-09 05:47:29,2018-04-09 05:53:40,IP Address,24.91.176.220,100,371,True,2018-04-09 05:53:41,R_3mdEE668wvwcWTf,,,,,42.849594116211,-72.664398193359,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,2.278,29.636,43.668,11,53,159.902,159.902,161.376,1,38,2.786,10.348,50.434,4,10,42.738,45.45,45.85,3,98,Male,35 - 44,4 year degree,Employed full time,Divorced,01301,Suburban,Yes,Right/Republican,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,9610590,
2018-04-09 05:49:45,2018-04-09 05:53:46,IP Address,71.239.234.88,100,240,True,2018-04-09 05:53:46,R_1GCDL0MianZuZPq,,,,,41.459106445312,-87.138999938965,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.31,40.533,41.305,25,67,0.951,41.049,41.213,14,9,0.924,35.45,43.577,10,73,0.861,34.725,40.923,15,4,Male,18 - 24,Some college,Employed full time,Never married,46304,Rural,No,Middle/Independent,White,"$20,000 - $29,999",No,Daily,Daily,Daily,Self/Spouse,4704138,
2018-04-09 05:48:19,2018-04-09 05:53:50,IP Address,108.209.242.168,100,331,True,2018-04-09 05:53:51,R_1mIuy1OH7kIwohb,,,,,38.746597290039,-90.209396362305,anonymous,EN,Yes,16.365,19.509,92.829,3,84,4.256,58.63,59.462,8,50,8.99,8.99,57.567,1,21,7.504,9.267,41.68,2,68,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,Some college,Employed full time,Never married,63136,Urban,Yes,Left/Democrat,Black or African American,"$40,000 - $49,999",No,Daily,Daily,Weekly,Self/Spouse,4477463,
2018-04-09 05:49:43,2018-04-09 05:53:57,IP Address,24.90.233.24,100,253,True,2018-04-09 05:53:58,R_2WVHbhpevM4yTKp,,,,,40.726699829102,-73.998100280762,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,10.377,39.052,41.753,5,62,1.866,9.321,47.77,3,68,1.851,7.249,42.818,5,39,1.246,12.732,47.913,3,84,Female,25 - 34,4 year degree,Employed full time,Never married,10003,Urban,Yes,Middle/Independent,White,"$100,000 - $149,999",No,Daily,Daily,Daily,Self/Spouse,8743388,
2018-04-09 05:49:26,2018-04-09 05:54:10,IP Address,71.59.34.93,100,283,True,2018-04-09 05:54:10,R_2v6YGITat10R8tW,,,,,33.933502197266,-84.397201538086,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.901,72.145,73.003,14,52,1.686,40.665,41.184,17,0,1.152,36.467,41.335,13,100,1.554,40.703,41.477,7,55,Male,25 - 34,4 year degree,Employed full time,Widowed,30126,Suburban,Yes,Middle/Independent,White,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,2826466,
2018-04-09 05:48:25,2018-04-09 05:54:10,IP Address,14.187.202.224,100,344,True,2018-04-09 05:54:10,R_25tqOnYT7gM7lET,,,,,10.814193725586,106.64379882812,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,44.06,54.884,55.987,2,60,4.024,43.892,46.48,4,30,1.928,49.668,50.502,4,10,3.833,57.115,58.604,3,60,Male,25 - 34,Some college,"Retired,Disabled",Divorced,31313,Urban,Yes,Left/Democrat,White,"$10,000 - $19,999",No,Daily,Daily,I am currently not working,Self/Spouse,9847184,
2018-04-09 05:50:30,2018-04-09 05:54:32,IP Address,71.86.81.80,100,241,True,2018-04-09 05:54:32,R_3lJiFeWwQNfielg,,,,,30.457397460938,-90.142997741699,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.591,22.767,41.287,3,25,23.605,23.605,41.719,1,75,10.347,16.48,41.718,4,20,42.715,45.651,46.596,3,40,Female,35 - 44,Some college,Employed full time,Married,70535,Rural,Yes,Middle/Independent,Black or African American,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,3175168,
